,UID,versionId,beginLifeSpanVersion,spatialUnitIdentifier,spatialUnitIdentifierScheme,observedProperty,phenomenonTimePeriod,resultObservedVolume,resultObservationStatus,remarks,waterbaseObservationStatus,waterbaseRemarks
801,833,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_C_CL,2011-07,0.005797175,,,A,
802,834,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_C_CL,2011-08,0.006639814,,,A,
803,835,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_C_CL,2011-09,0.006271387,,,A,
804,836,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_C_CL,2011-10,0.005162819,,,A,
805,837,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_C_CL,2011-11,0.0043139879999999995,,,A,
806,838,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_C_CL,2011-12,0.003611304,,,A,
807,839,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_D_CL,2010-01,6.2589999999999995,,,A,
808,840,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_D_CL,2010-02,5.8870000000000005,,,A,
809,841,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_D_CL,2010-03,6.349,,,A,
810,842,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_D_CL,2010-04,7.228,,,A,
811,843,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_D_CL,2010-05,7.231,,,A,
812,844,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_D_CL,2010-06,8.103,,,A,
813,845,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_D_CL,2010-07,9.616,,,A,
814,846,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_D_CL,2010-08,9.042,,,A,
815,847,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_D_CL,2010-09,6.8260000000000005,,,A,
816,848,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_D_CL,2010-10,6.32,,,A,
817,849,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_D_CL,2010-11,6.228,,,A,
818,850,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterUse/0.html,2015-11-30,SK,countryCode,WU_NACE_D_CL,2010-12,5.934,,,A,
3856,3913,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_DOM,2003,92.0,,,A,
3857,3914,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_DOM,2004,86.6,,,A,
3858,3915,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_DOM,2005,84.7,,,A,
3859,3916,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_DOM,2006,86.1,,,A,
3860,3917,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_DOM,2007,88.0,,,A,
3861,3918,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_DOM,2013,78.5,,,A,
3862,3919,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_DOM,2014,78.6,,,A,
3863,3920,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_A,2003,8.4,,,A,
3864,3921,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_A,2004,6.9,,,A,
3865,3922,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_A,2005,4.3,,,A,
3866,3923,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_A,2006,8.5,,,A,
3867,3924,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_A,2007,6.7,,,A,
3868,3925,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_A,2013,5.3,,,A,
3869,3926,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_A,2014,4.7,,,A,
3870,3927,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_A011_A013,2003,6.4,,,A,
3871,3928,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_A011_A013,2004,4.5,,,A,
3872,3929,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_A011_A013,2005,2.3,,,A,
3873,3930,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_A011_A013,2006,6.3,,,A,
3874,3931,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_A011_A013,2007,4.4,,,A,
3875,3932,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_A011_A013,2013,3.5,,,A,
3876,3933,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_A011_A013,2014,1.6,,,A,
3877,3934,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_B,2003,1.1,,,A,
3878,3935,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_B,2004,1.3,,,A,
3879,3936,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_B,2005,0.8,,,A,
3880,3937,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_B,2006,1.5,,,A,
3881,3938,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_B,2007,1.7,,,A,
3882,3939,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_B,2013,1.0,,,A,
3883,3940,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_B,2014,1.1,,,A,
3884,3941,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_C,2003,80.6,,,A,
3885,3942,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_C,2004,76.5,,,A,
3886,3943,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_C,2005,76.5,,,A,
3887,3944,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_C,2006,70.9,,,A,
3888,3945,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_C,2007,59.3,,,A,
3889,3946,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_C,2013,53.8,,,A,
3890,3947,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_C,2014,53.6,,,A,
3891,3948,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_D,2003,62783.2,,,U,U: The timeseries contains possible outliers (OUTLIER_LIMIT)
3892,3949,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_D,2004,72839.5,,,U,U: The timeseries contains possible outliers (OUTLIER_LIMIT)
3893,3950,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_D,2005,73816.2,,,U,U: The timeseries contains possible outliers (OUTLIER_LIMIT)
3894,3951,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_D,2006,77085.1,,,U,U: The timeseries contains possible outliers (OUTLIER_LIMIT)
3895,3952,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_D,2007,70220.7,,,U,U: The timeseries contains possible outliers (OUTLIER_LIMIT)
3896,3953,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_D,2013,99106.2,,,U,U: The timeseries contains possible outliers (OUTLIER_LIMIT)
3897,3954,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_NACE_D,2014,124575.8,,,U,U: Possible outlier - fails in the value limit test (OUTLIER_LIMIT)
3898,3955,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_OTHER,2003,28.3,,,A,
3899,3956,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_OTHER,2004,28.2,,,A,
3900,3957,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_OTHER,2005,27.8,,,A,
3901,3958,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_OTHER,2006,27.5,,,A,
3902,3959,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_OTHER,2007,27.2,,,A,
3903,3960,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_OTHER,2013,16.5,,,A,
3904,3961,http://cdr.eionet.europa.eu/si/eea/wise_soe/wise3/envv0rprq/WISE-SoE_WaterQuantity_WaterUse_WaterUse.xml,2016-05-25,SI,countryCode,WU_OTHER,2014,17.9,,,A,
