,UID,versionId,beginLifeSpanVersion,spatialUnitIdentifier,spatialUnitIdentifierScheme,observedProperty,phenomenonTimePeriod,resultObservedVolume,resultObservationStatus,remarks,waterbaseObservationStatus,waterbaseRemarks
810,821,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1910,17913.136637898402,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
811,822,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1911,14178.6658073307,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
812,823,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1912,17153.3622187758,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
813,824,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1913,14822.0772583502,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
814,825,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1914,19683.284507536202,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
815,826,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1915,18065.8239913975,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
816,827,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1916,14177.305531658201,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
817,828,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1917,17627.2201073728,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
818,829,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1918,20016.0937825464,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
819,830,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1919,14669.207713592801,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
820,831,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1920,20405.4799390373,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
821,832,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1921,14092.107191073,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
822,833,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1922,21634.1150040575,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
823,834,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1923,14987.9531148213,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
824,835,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1924,21115.5265968608,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
825,836,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1925,17504.0497775619,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
826,837,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1926,14184.8637422994,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
827,838,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1927,23501.085613605897,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
828,839,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1928,13528.118213886299,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
829,840,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1929,14126.7860290201,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
830,841,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1930,22587.0037708839,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
831,842,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1931,18406.038274145,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
832,843,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1932,16624.6072734752,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
833,844,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1933,18803.4936911739,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
834,845,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1934,17559.751992777,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
835,846,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1935,18553.5818764652,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
836,847,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1936,19844.2392578127,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
837,848,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1937,15865.243852307,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
838,849,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1938,17057.5177490862,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
839,850,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1939,17001.2046760014,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
840,851,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1940,19167.0662615673,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
841,852,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1941,14759.4326846582,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
842,853,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1942,18825.3542720693,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
843,854,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1943,17952.5052628123,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
844,855,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1944,15650.8095571321,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
845,856,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1945,19484.0289105507,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
846,857,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1946,19036.0860452743,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
847,858,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1947,16916.7008345373,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
848,859,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1948,22282.3970932275,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
849,860,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1949,15015.059956499099,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
850,861,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1950,24678.798829242798,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
851,862,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1951,21114.0895759569,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
852,863,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1952,19802.0684995148,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
853,864,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1953,17685.484877024,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
854,865,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1954,19886.4362119537,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
855,866,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1955,17439.6370903621,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
856,867,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1956,19633.0373472926,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
857,868,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1957,19142.3534929313,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
858,869,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1958,18539.6986139809,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
859,870,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1959,16037.1131031275,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
860,871,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1960,26430.9070096753,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
861,872,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1961,15496.862488479099,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
862,873,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1962,17789.6177855391,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
863,874,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1963,20976.5197708598,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
864,875,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1964,20051.6938447525,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
865,876,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1965,25250.9217476656,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
866,877,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1966,16754.9000936644,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
867,878,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1967,21046.470399473998,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
868,879,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1968,23239.2610289788,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
869,880,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1969,17266.528710793602,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
870,881,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1970,19267.909271817,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
871,882,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1971,21459.611638155802,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
872,883,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1972,18850.8393900146,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
873,884,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1973,20841.136234299298,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
874,885,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1974,21430.191928623797,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
875,886,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1975,20093.264421321102,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
876,887,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1976,19189.2507761006,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
877,888,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1977,21968.660493910702,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
878,889,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1978,19993.9775784737,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
879,890,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1979,20357.5902812996,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
880,891,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1980,18776.3815262527,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
881,892,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1981,22815.062041309902,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
882,893,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1982,20094.6449350486,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
883,894,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1983,20190.3009504741,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
884,895,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1984,21874.1732767611,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
885,896,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1985,18056.9738670457,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
886,897,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1986,20688.7182935973,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
887,898,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1987,21968.6528897369,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
888,899,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1988,19262.6837888422,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
889,900,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1989,19073.303506861,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
890,901,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1990,22421.289721484198,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
891,902,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1991,21476.0533564385,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
892,903,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1992,21061.4878814732,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
893,904,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1993,26531.3090913905,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
894,905,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1994,22652.214295668102,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
895,906,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1995,23900.051149221497,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
896,907,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1996,18439.823276113202,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
897,908,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1997,21895.822001765602,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
898,909,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1998,22881.247051861497,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
899,910,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,1999,24283.094398765,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
900,911,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,2000,20748.040523457,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
901,912,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,2001,25526.4078533094,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
902,913,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,2002,20731.5693737843,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
903,914,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,2003,18725.5570193286,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
904,915,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,2004,21551.90315378,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
905,916,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,2005,19593.7750743986,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
906,917,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,2006,22324.543565042,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
907,918,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,2007,24523.741520887,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
908,919,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,2008,18728.9331591781,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
909,920,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,2009,17733.9866305828,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
910,921,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_RenewableFreshwaterResources/0.html,2015-11-30,CH,countryCode,EVAP_TSP,2010,21690.4279390843,,,U,U: The timeseries contains possible outliers (OUTLIER_STDEV)
