,UID,versionId,beginLifeSpanVersion,spatialUnitIdentifier,spatialUnitIdentifierScheme,observedProperty,phenomenonTimePeriod,resultObservedVolume,resultObservationStatus,remarks,waterbaseObservationStatus,waterbaseRemarks
6323,6324,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW,2012-11,24.953626999999997,,,A,
6324,6325,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW,2012-12,27.194684999999996,,,A,
6325,6326,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2010-01,4.239,,,A,
6326,6327,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2010-02,3.988,,,A,
6327,6328,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2010-03,4.195,,,A,
6328,6329,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2010-04,3.872,,,A,
6329,6330,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2010-05,3.9210000000000003,,,A,
6330,6331,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2010-06,3.758,,,A,
6331,6332,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2010-07,4.148,,,A,
6332,6333,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2010-08,4.078,,,A,
6333,6334,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2010-09,3.984,,,A,
6334,6335,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2010-10,3.958,,,A,
6335,6336,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2010-11,4.0569999999999995,,,A,
6336,6337,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2010-12,3.9819999999999998,,,A,
6337,6338,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2011-01,0.00430537,,,A,
6338,6339,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2011-02,0.00374341,,,A,
6339,6340,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2011-03,0.0041614090000000005,,,A,
6340,6341,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2011-04,0.0039329890000000004,,,A,
6341,6342,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2011-05,0.004181177,,,A,
6342,6343,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2011-06,0.004041583,,,A,
6343,6344,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2011-07,0.0038881329999999998,,,A,
6344,6345,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2011-08,0.004242743,,,A,
6345,6346,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2011-09,0.004142607,,,A,
6346,6347,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2011-10,0.004036415,,,A,
6347,6348,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2011-11,0.0039631779999999995,,,A,
6348,6349,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2011-12,0.00405344,,,A,
6349,6350,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2012,49.089609,,,A,
6350,6351,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2012-01,4.330019999999999,,,A,
6351,6352,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2012-02,4.340924,,,A,
6352,6353,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2012-03,4.352378,,,A,
6353,6354,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2012-04,3.9990900000000003,,,A,
6354,6355,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2012-05,4.083678,,,A,
6355,6356,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2012-06,3.8187059999999997,,,A,
6356,6357,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2012-07,4.134397,,,A,
6357,6358,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2012-08,4.129581,,,A,
6358,6359,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2012-09,3.965429,,,A,
6359,6360,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2012-10,4.086621,,,A,
6360,6361,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2012-11,3.7965430000000002,,,A,
6361,6362,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_DOM,2012-12,4.052242,,,A,
6362,6363,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2011-01,7.505e-05,,,A,
6363,6364,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2011-02,7.509999999999998e-05,,,A,
6364,6365,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2011-03,7.615e-05,,,A,
6365,6366,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2011-04,7.815e-05,,,A,
6366,6367,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2011-05,7.915e-05,,,A,
6367,6368,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2011-06,7.609999999999999e-05,,,A,
6368,6369,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2011-07,7.62e-05,,,A,
6369,6370,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2011-08,7.715e-05,,,A,
6370,6371,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2011-09,7.709999999999999e-05,,,A,
6371,6372,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2011-10,7.809999999999999e-05,,,A,
6372,6373,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2011-11,7.705e-05,,,A,
6373,6374,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2011-12,7.605e-05,,,A,
6374,6375,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2012,18.138976,,,A,
6375,6376,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2012-01,0.022805000000000002,,,A,
6376,6377,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2012-02,0.02105,,,A,
6377,6378,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2012-03,0.194798,,,A,
6378,6379,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2012-04,1.3536110000000001,,,A,
6379,6380,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2012-05,3.7237089999999995,,,A,
6380,6381,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2012-06,3.842655,,,A,
6381,6382,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2012-07,4.167638,,,A,
6382,6383,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2012-08,2.9530380000000003,,,A,
6383,6384,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2012-09,1.572518,,,A,
6384,6385,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2012-10,0.166804,,,A,
6385,6386,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2012-11,0.058599,,,A,
6386,6387,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A,2012-12,0.061751,,,A,
6387,6388,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2010-01,0.040999999999999995,,,A,
6388,6389,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2010-02,0.040999999999999995,,,A,
6389,6390,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2010-03,0.042,,,A,
6390,6391,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2010-04,0.17,,,A,
6391,6392,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2010-05,0.228,,,A,
6392,6393,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2010-06,0.5529999999999999,,,A,
6393,6394,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2010-07,3.245,,,A,
6394,6395,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2010-08,1.071,,,A,
6395,6396,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2010-09,0.332,,,A,
6396,6397,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2010-10,0.05,,,A,
6397,6398,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2010-11,0.046,,,A,
6398,6399,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2010-12,0.045,,,A,
6399,6400,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2011-01,4.13e-06,,,A,
6400,6401,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2011-02,1.6219999999999999e-06,,,A,
6401,6402,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2011-03,4.35e-06,,,A,
6402,6403,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2011-04,0.000560425,,,U,U: The sum of the partial NACE category values exceeds the respective total NACE category value (ABS_SW_NACE_A)
6403,6404,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2011-05,0.002147766,,,U,U: The sum of the partial NACE category values exceeds the respective total NACE category value (ABS_SW_NACE_A)
6404,6405,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2011-06,0.0027241540000000003,,,U,U: The sum of the partial NACE category values exceeds the respective total NACE category value (ABS_SW_NACE_A)
6405,6406,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2011-07,0.001944244,,,U,U: The sum of the partial NACE category values exceeds the respective total NACE category value (ABS_SW_NACE_A)
6406,6407,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2011-08,0.001070693,,,U,U: The sum of the partial NACE category values exceeds the respective total NACE category value (ABS_SW_NACE_A)
6407,6408,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2011-09,0.001421186,,,U,U: The sum of the partial NACE category values exceeds the respective total NACE category value (ABS_SW_NACE_A)
6408,6409,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2011-10,0.000240518,,,U,U: The sum of the partial NACE category values exceeds the respective total NACE category value (ABS_SW_NACE_A)
6409,6410,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2011-11,3.282e-06,,,A,
6410,6411,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2011-12,2.423e-06,,,A,
6411,6412,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2012,18.137676000000003,,,A,
6412,6413,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2012-01,0.022755,,,A,
6413,6414,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2012-02,0.02095,,,A,
6414,6415,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2012-03,0.19464800000000002,,,A,
6415,6416,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2012-04,1.353461,,,A,
6416,6417,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2012-05,3.723559,,,A,
6417,6418,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2012-06,3.8425550000000004,,,A,
6418,6419,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2012-07,4.167438,,,A,
6419,6420,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2012-08,2.952888,,,A,
6420,6421,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2012-09,1.572468,,,A,
6421,6422,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2012-10,0.166704,,,A,
6422,6423,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2012-11,0.058549000000000004,,,A,
6423,6424,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_A011_A013,2012-12,0.061701,,,A,
6424,6425,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2010-01,26.506,,,A,
6425,6426,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2010-02,20.993000000000002,,,A,
6426,6427,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2010-03,24.982,,,A,
6427,6428,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2010-04,27.049,,,A,
6428,6429,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2010-05,25.015,,,A,
6429,6430,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2010-06,25.781,,,A,
6430,6431,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2010-07,25.357,,,A,
6431,6432,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2010-08,26.662,,,A,
6432,6433,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2010-09,26.04,,,A,
6433,6434,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2010-10,26.03,,,A,
6434,6435,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2010-11,25.624000000000002,,,A,
6435,6436,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2010-12,27.66,,,A,
6436,6437,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2011-01,0.026468524,,,A,
6437,6438,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2011-02,0.019863108,,,A,
6438,6439,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2011-03,0.023746687000000002,,,A,
6439,6440,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2011-04,0.024478019,,,A,
6440,6441,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2011-05,0.021922227000000002,,,A,
6441,6442,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2011-06,0.024920646,,,A,
6442,6443,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2011-07,0.026626094,,,A,
6443,6444,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2011-08,0.026384912000000003,,,A,
6444,6445,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2011-09,0.018506114,,,A,
6445,6446,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2011-10,0.016208975,,,A,
6446,6447,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2011-11,0.015305647,,,A,
6447,6448,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2011-12,0.016257879,,,A,
6448,6449,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2012,259.20016499999997,,,A,
6449,6450,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2012-01,21.272706,,,A,
6450,6451,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2012-02,24.852903,,,A,
6451,6452,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2012-03,20.162029,,,A,
6452,6453,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2012-04,22.471936,,,A,
6453,6454,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2012-05,19.370345,,,A,
6454,6455,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2012-06,21.325211,,,A,
6455,6456,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2012-07,23.750134,,,A,
6456,6457,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2012-08,24.20056,,,A,
6457,6458,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2012-09,16.543931,,,A,
6458,6459,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE3_WaterAbstraction/0.html,2015-11-30,SK,countryCode,ABS_SW_NACE_C,2012-10,21.071233,,,A,
