"TIME","RBD","UNIT","WW_TPAR","WW_TP","Value","Flag and Footnotes"
"2001","Madeira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Madeira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Madeira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Romania","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Romania","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Romania","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Danube - RBD (RO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Danube - RBD (RO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Danube - RBD (RO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Banat","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Banat","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Banat","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Siret","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Siret","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Siret","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Prut-Barlad","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Prut-Barlad","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Prut-Barlad","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Jiu","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Jiu","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Jiu","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Olt","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Olt","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Olt","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Arges-Vedea","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Arges-Vedea","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Arges-Vedea","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Ialomita-Buzau","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Ialomita-Buzau","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Ialomita-Buzau","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Dobrogea","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Dobrogea","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Dobrogea","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Mures","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Mures","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Mures","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Crisuri","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Crisuri","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Crisuri","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Somes-Tisa (RO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Somes-Tisa (RO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Somes-Tisa (RO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Slovenia","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","52",""
"2001","Slovenia","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","73",""
"2001","Slovenia","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","6",""
"2001","Danube - RBD (SI)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","45",""
"2001","Danube - RBD (SI)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","56",""
"2001","Danube - RBD (SI)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","6",""
"2001","North Adriatic - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","7",""
"2001","North Adriatic - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","17",""
"2001","North Adriatic - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","0",""
"2001","Sweden","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Sweden","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Sweden","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Bothnian Bay - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Bothnian Bay - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Bothnian Bay - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Bothnian Sea - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Bothnian Sea - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Bothnian Sea - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","North Baltic Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","North Baltic Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","North Baltic Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","South Baltic Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","South Baltic Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","South Baltic Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Skagerrak and Kattegat - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Skagerrak and Kattegat - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Skagerrak and Kattegat - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Neagh Bann - RBD (Northern Ireland)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Neagh Bann - RBD (Northern Ireland)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Neagh Bann - RBD (Northern Ireland)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","North West Northern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","North West Northern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","North West Northern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Glomma, Møre and Romsdal - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Glomma, Møre and Romsdal - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Glomma, Møre and Romsdal - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Troendelag - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Troendelag - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Troendelag - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Nordland - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Nordland - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Nordland - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Troms - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Troms - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Troms - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Finnmark - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Finnmark - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Finnmark - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Glomma - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Glomma - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Glomma - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","West Bay - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","West Bay - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","West Bay - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Agder - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Agder - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Agder - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Rogaland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Rogaland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Rogaland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Hordaland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Hordaland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Hordaland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Sogn and Fjordane - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Sogn and Fjordane - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Sogn and Fjordane - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Bothnian Bay - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Bothnian Bay - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Bothnian Bay - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Bothnian Sea - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Bothnian Sea - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Bothnian Sea - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Skagerrak and Kattegat - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Skagerrak and Kattegat - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Skagerrak and Kattegat - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Switzerland","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Switzerland","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Switzerland","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Rhine - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Rhine - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Rhine - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Rhône - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Rhône - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Rhône - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Po - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Po - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Po - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Danube - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Danube - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Danube - RBD (CH)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Adige - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Adige - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Adige - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2001","Serbia","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","74",""
"2001","Serbia","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","64",""
"2001","Serbia","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","42",""
"2001","Danube (RS)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","28",""
"2001","Danube (RS)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","30",""
"2001","Danube (RS)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","27",""
"2001","Sava (RS)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","15",""
"2001","Sava (RS)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","5",""
"2001","Sava (RS)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","8",""
"2001","Morava (RS)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","31",""
"2001","Morava (RS)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","29",""
"2001","Morava (RS)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","7",""
"2001","Turkey","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2001","Turkey","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2001","Turkey","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Scheldt/Escaut - RBD (BE-Brussels)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2002","Scheldt/Escaut - RBD (BE-Brussels)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","1",""
"2002","Scheldt/Escaut - RBD (BE-Brussels)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","0",""
"2002","Schelde/Escaut - RBD (BE-Flemish region)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Schelde/Escaut - RBD (BE-Flemish region)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Schelde/Escaut - RBD (BE-Flemish region)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Maas/Meuse - RBD (BE-Flemish region)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Maas/Meuse - RBD (BE-Flemish region)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Maas/Meuse - RBD (BE-Flemish region)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Bulgaria","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","12",""
"2002","Bulgaria","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","42",""
"2002","Bulgaria","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","0",""
"2002","Danube - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","3",""
"2002","Danube - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","13",""
"2002","Danube - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","0",""
"2002","Black Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","8",""
"2002","Black Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","16",""
"2002","Black Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","0",""
"2002","East Aegean - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2002","East Aegean - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","8",""
"2002","East Aegean - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","0",""
"2002","West Aegean - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","1",""
"2002","West Aegean - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","5",""
"2002","West Aegean - RBD (BG)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","0",""
"2002","Czech Republic","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Czech Republic","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Czech Republic","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Danube - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Danube - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Danube - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Dyje / Thaya","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Dyje / Thaya","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Dyje / Thaya","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Morava / March (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Morava / March (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Morava / March (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Labe / Elbe - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Labe / Elbe - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Labe / Elbe - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Upper and middle Labe / Elbe (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Upper and middle Labe / Elbe (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Upper and middle Labe / Elbe (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Upper Vltava / Moldau","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Upper Vltava / Moldau","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Upper Vltava / Moldau","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Berounka","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Berounka","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Berounka","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Lower Vltava / Moldau","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Lower Vltava / Moldau","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Lower Vltava / Moldau","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Ohre and lower Labe / Elbe (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Ohre and lower Labe / Elbe (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Ohre and lower Labe / Elbe (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Odra / Oder - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Odra / Oder - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Odra / Oder - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Germany (until 1990 former territory of the FRG)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Germany (until 1990 former territory of the FRG)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Germany (until 1990 former territory of the FRG)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Danube - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Danube - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Danube - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Rhine - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Rhine - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Rhine - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Lake Constance/Alpine Rhine","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Lake Constance/Alpine Rhine","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Lake Constance/Alpine Rhine","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Hochrhein","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Hochrhein","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Hochrhein","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Oberrhein","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Oberrhein","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Oberrhein","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Neckar","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Neckar","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Neckar","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Main","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Main","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Main","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Moselle-Saar (DE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Moselle-Saar (DE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Moselle-Saar (DE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Middle Rhine","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Middle Rhine","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Middle Rhine","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Lower Rhine","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Lower Rhine","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Lower Rhine","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Rhine delta","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Rhine delta","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Rhine delta","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Ems - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Ems - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Ems - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Upper Ems, Ems-Nordradde, Hase","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Upper Ems, Ems-Nordradde, Hase","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Upper Ems, Ems-Nordradde, Hase","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Leda-Jümme, lower Ems, Ems-estuary","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Leda-Jümme, lower Ems, Ems-estuary","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Leda-Jümme, lower Ems, Ems-estuary","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Weser - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Weser - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Weser - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Werra","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Werra","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Werra","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Fulda-Diemel","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Fulda-Diemel","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Fulda-Diemel","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Weser","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Weser","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Weser","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Aller","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Aller","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Aller","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Leine","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Leine","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Leine","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Tide-Weser","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Tide-Weser","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Tide-Weser","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Elbe / Labe - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Elbe / Labe - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Elbe / Labe - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Mulde-Elbe-Schwarze Elster","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
