"TIME","RBD","UNIT","WW_TPAR","WW_TP","Value","Flag and Footnotes"
"2012","Koiva /Gauja - RBD (EE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Shannon - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Shannon - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Shannon - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","South Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","South Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","South Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Croatia","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","182",""
"2012","Croatia","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","129",""
"2012","Croatia","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","7",""
"2012","Cyprus","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Cyprus","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Cyprus","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Cyprus - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Cyprus - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Cyprus - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Latvia","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Latvia","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Latvia","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Daugava - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Daugava - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Daugava - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Gauja (Koiva) - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Gauja (Koiva) - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Gauja (Koiva) - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Lielupe - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Lielupe - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Lielupe - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Venta - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Venta - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Venta - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Lithuania","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","78",""
"2012","Lithuania","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","578",""
"2012","Lithuania","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","60",""
"2012","Nemunas - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","72",""
"2012","Nemunas - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","426",""
"2012","Nemunas - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","42",""
"2012","Baltic Sea coastal waters","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Baltic Sea coastal waters","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Baltic Sea coastal waters","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","1",""
"2012","Venta - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","2",""
"2012","Venta - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","55",""
"2012","Venta - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","7",""
"2012","Lielupe - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","1",""
"2012","Lielupe - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","92",""
"2012","Lielupe - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","9",""
"2012","Daugava - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","3",""
"2012","Daugava - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","5",""
"2012","Daugava - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","2",""
"2012","Luxembourg","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Luxembourg","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Luxembourg","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Moselle - RBD (LU)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Moselle - RBD (LU)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Moselle - RBD (LU)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Meuse / Maas - RBD (LU)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Meuse / Maas - RBD (LU)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Meuse / Maas - RBD (LU)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Hungary","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Hungary","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Hungary","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Danube - RBD (HU)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Danube - RBD (HU)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Danube - RBD (HU)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Balaton","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Balaton","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Balaton","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Dráva / Drau (HU)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Dráva / Drau (HU)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Dráva / Drau (HU)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Danube (HU)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Danube (HU)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Danube (HU)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Tisza / Tysa (HU)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Tisza / Tysa (HU)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Tisza / Tysa (HU)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Malta","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","1",""
"2012","Malta","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","3",""
"2012","Malta","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","0",""
"2012","Malta - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Malta - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Malta - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Netherlands","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","Netherlands","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","3",""
"2012","Netherlands","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","340",""
"2012","Ems - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","Ems - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","0",""
"2012","Ems - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","16",""
"2012","Maas / Meuse - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","Maas / Meuse - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","3",""
"2012","Maas / Meuse - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","54",""
"2012","Rhine - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","Rhine - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","0",""
"2012","Rhine - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","249",""
"2012","Schelde / Escaut - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","Schelde / Escaut - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","0",""
"2012","Schelde / Escaut - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","21",""
"2012","Austria","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","Austria","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","791",""
"2012","Austria","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","1,051",""
"2012","Danube - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","Danube - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","776",""
"2012","Danube - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","1,009",""
"2012","Danube upstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","Danube upstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","341",""
"2012","Danube upstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","379",""
"2012","Danube downstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","Danube downstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","50",""
"2012","Danube downstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","118",""
"2012","March / Morava (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","March / Morava (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","87",""
"2012","March / Morava (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","83",""
"2012","Leitha, Raab, Rabnitz","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","Leitha, Raab, Rabnitz","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","113",""
"2012","Leitha, Raab, Rabnitz","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","181",""
"2012","Mur","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","Mur","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","122",""
"2012","Mur","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","191",""
"2012","Drau / Dráva (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","Drau / Dráva (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","63",""
"2012","Drau / Dráva (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","57",""
"2012","Rhine - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","Rhine - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","3",""
"2012","Rhine - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","28",""
"2012","Elbe / Labe - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","Elbe / Labe - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","12",""
"2012","Elbe / Labe - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","14",""
"2012","Portugal","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Portugal","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Portugal","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Minho and Lima - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Minho and Lima - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Minho and Lima - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Cavado, Ave and Leca - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Cavado, Ave and Leca - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Cavado, Ave and Leca - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Douro - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Douro - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Douro - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Vouga, Mondego and Lis - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Vouga, Mondego and Lis - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Vouga, Mondego and Lis - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Tagus and Western Basins - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Tagus and Western Basins - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Tagus and Western Basins - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Sado and Mira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Sado and Mira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Sado and Mira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Guadiana - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Guadiana - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Guadiana - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Algarve Basins - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Algarve Basins - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Algarve Basins - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Azores - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Azores - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Azores - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Madeira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Madeira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Madeira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Romania","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Romania","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Romania","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Danube - RBD (RO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Danube - RBD (RO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Danube - RBD (RO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Banat","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Banat","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Banat","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Siret","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Siret","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Siret","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Prut-Barlad","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Prut-Barlad","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Prut-Barlad","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Jiu","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Jiu","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Jiu","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Olt","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Olt","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Olt","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Arges-Vedea","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Arges-Vedea","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Arges-Vedea","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Ialomita-Buzau","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Ialomita-Buzau","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Ialomita-Buzau","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Dobrogea","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Dobrogea","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Dobrogea","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Mures","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Mures","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Mures","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Crisuri","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Crisuri","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Crisuri","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Somes-Tisa (RO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Somes-Tisa (RO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Somes-Tisa (RO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Slovenia","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","3",""
"2012","Slovenia","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","283",""
"2012","Slovenia","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","32",""
"2012","Danube - RBD (SI)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","3",""
"2012","Danube - RBD (SI)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","222",""
"2012","Danube - RBD (SI)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","25",""
"2012","North Adriatic - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2012","North Adriatic - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","61",""
"2012","North Adriatic - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","7",""
"2012","Sweden","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Sweden","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Sweden","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","248",""
"2012","Bothnian Bay - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Bothnian Bay - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","12",""
"2012","Bothnian Bay - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","8",""
"2012","Bothnian Sea - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Bothnian Sea - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","20",""
"2012","Bothnian Sea - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","30",""
"2012","North Baltic Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","North Baltic Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","North Baltic Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","53",""
"2012","South Baltic Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","South Baltic Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","South Baltic Sea - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","70",""
"2012","Skagerrak and Kattegat - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Skagerrak and Kattegat - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","1",""
"2012","Skagerrak and Kattegat - RBD (SE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","87",""
"2012","Neagh Bann - RBD (Northern Ireland)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","Neagh Bann - RBD (Northern Ireland)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","Neagh Bann - RBD (Northern Ireland)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","North West Northern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2012","North West Northern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2012","North West Northern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2012","Glomma, Møre and Romsdal - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","329",""
"2012","Glomma, Møre and Romsdal - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","3",""
"2012","Glomma, Møre and Romsdal - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","8",""
"2012","Troendelag - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","137",""
"2012","Troendelag - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","29",""
"2012","Troendelag - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","52",""
"2012","Nordland - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","154",""
"2012","Nordland - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","7",""
"2012","Nordland - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","6",""
"2012","Troms - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","72",""
"2012","Troms - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","2",""
"2012","Troms - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","7",""
"2012","Finnmark - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","41",""
"2012","Finnmark - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","2",""
"2012","Finnmark - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","9",""
"2012","Glomma - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","78",""
"2012","Glomma - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","3",""
"2012","Glomma - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","174",""
"2012","West Bay - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","44",""
"2012","West Bay - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","14",""
"2012","West Bay - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","183",""
"2012","Agder - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","28",""
"2012","Agder - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","9",""
"2012","Agder - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","82",""
"2012","Rogaland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","155",""
"2012","Rogaland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","3",""
"2012","Rogaland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","24",""
"2012","Hordaland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","388",""
"2012","Hordaland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","6",""
"2012","Hordaland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","17",""
"2012","Sogn and Fjordane - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","139",""
"2012","Sogn and Fjordane - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","6",""
"2012","Sogn and Fjordane - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","17",""
"2012","Bothnian Bay - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","2",""
"2012","Bothnian Bay - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","2",""
"2012","Bothnian Bay - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","1",""
"2012","Bothnian Sea - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","2",""
"2012","Bothnian Sea - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","2",""
"2012","Bothnian Sea - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","1",""
"2012","Skagerrak and Kattegat - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","4",""
"2012","Skagerrak and Kattegat - RBD (NO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
