TIME,GEO,WW_TPAR,WW_TP,UNIT,Value,Flag and Footnotes
2001,"Border, Midland and Western (NUTS 2013)",Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,"Border, Midland and Western (NUTS 2013)",Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Southern and Eastern (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Southern and Eastern (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Southern and Eastern (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Croatia,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Croatia,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Croatia,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Jadranska Hrvatska,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Jadranska Hrvatska,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Jadranska Hrvatska,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Kontinentalna Hrvatska,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Kontinentalna Hrvatska,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Kontinentalna Hrvatska,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Italy,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Italy,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Italy,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Piemonte,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Piemonte,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Piemonte,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Valle d'Aosta/Vall�e d'Aoste,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Valle d'Aosta/Vall�e d'Aoste,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Valle d'Aosta/Vall�e d'Aoste,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Liguria,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Liguria,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Liguria,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Lombardia,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Lombardia,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Lombardia,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Provincia Autonoma di Bolzano/Bozen,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Provincia Autonoma di Bolzano/Bozen,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Provincia Autonoma di Bolzano/Bozen,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Provincia Autonoma di Trento,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Provincia Autonoma di Trento,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Provincia Autonoma di Trento,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Veneto,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Veneto,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Veneto,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Friuli-Venezia Giulia,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Friuli-Venezia Giulia,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Friuli-Venezia Giulia,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Emilia-Romagna,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Emilia-Romagna,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Emilia-Romagna,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Toscana,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Toscana,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Toscana,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Umbria,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Umbria,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Umbria,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Marche,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Marche,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Marche,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Lazio,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Lazio,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Lazio,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Abruzzo,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Abruzzo,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Abruzzo,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Molise,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Molise,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Molise,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Campania,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Campania,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Campania,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Puglia,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Puglia,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Puglia,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Basilicata,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Basilicata,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Basilicata,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Calabria,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Calabria,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Calabria,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Sicilia,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Sicilia,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Sicilia,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Sardegna,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Sardegna,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Sardegna,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Cyprus,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,1,
2001,Cyprus,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,106,
2001,Cyprus,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,55,
2001,Kypros,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,1,
2001,Kypros,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,106,
2001,Kypros,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,55,
2001,Latvia,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,601,
2001,Latvia,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,734,
2001,Latvia,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,15,
2001,Latvija,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,601,
2001,Latvija,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,734,
2001,Latvija,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,15,
2001,Lithuania,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Lithuania,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Lithuania,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Luxembourg,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Luxembourg,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Luxembourg,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Hungary,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Hungary,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Hungary,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,K�z�p-Magyarorsz�g (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,K�z�p-Magyarorsz�g (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,K�z�p-Magyarorsz�g (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,K�z�p-Dun�nt�l,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,K�z�p-Dun�nt�l,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,K�z�p-Dun�nt�l,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Nyugat-Dun�nt�l,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Nyugat-Dun�nt�l,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Nyugat-Dun�nt�l,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,D�l-Dun�nt�l,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,D�l-Dun�nt�l,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,D�l-Dun�nt�l,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,�szak-Magyarorsz�g,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,�szak-Magyarorsz�g,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,�szak-Magyarorsz�g,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,�szak-Alf�ld,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,�szak-Alf�ld,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,�szak-Alf�ld,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,D�l-Alf�ld,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,D�l-Alf�ld,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,D�l-Alf�ld,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Malta,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,0,
2001,Malta,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,1,
2001,Malta,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,0,
2001,Netherlands,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Netherlands,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Netherlands,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Groningen,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Groningen,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Groningen,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Friesland (NL),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Friesland (NL),Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Friesland (NL),Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Drenthe,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Drenthe,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Drenthe,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Overijssel,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Overijssel,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Overijssel,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Gelderland,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Gelderland,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Gelderland,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Flevoland,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Flevoland,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Flevoland,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Utrecht,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Utrecht,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Utrecht,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Noord-Holland,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Noord-Holland,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Noord-Holland,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Zuid-Holland,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Zuid-Holland,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Zuid-Holland,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Zeeland,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Zeeland,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Zeeland,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Noord-Brabant,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Noord-Brabant,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Noord-Brabant,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Limburg (NL),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Limburg (NL),Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Limburg (NL),Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Austria,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Austria,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Austria,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Burgenland (AT),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Burgenland (AT),Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Burgenland (AT),Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Nieder�sterreich,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Nieder�sterreich,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Nieder�sterreich,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Wien,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Wien,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Wien,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,K�rnten,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,K�rnten,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,K�rnten,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Steiermark,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Steiermark,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Steiermark,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Ober�sterreich,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Ober�sterreich,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Ober�sterreich,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Salzburg,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Salzburg,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Salzburg,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Tirol,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Tirol,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Tirol,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Vorarlberg,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Vorarlberg,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Vorarlberg,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Poland,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Poland,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Poland,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,L�dzkie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,L�dzkie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,L�dzkie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Mazowieckie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Mazowieckie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Mazowieckie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Malopolskie,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Malopolskie,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Malopolskie,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Slaskie,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Slaskie,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Slaskie,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Lubelskie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Lubelskie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Lubelskie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Podkarpackie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Podkarpackie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Podkarpackie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Swietokrzyskie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Swietokrzyskie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Swietokrzyskie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Podlaskie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Podlaskie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Podlaskie (NUTS 2013),Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Wielkopolskie,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Wielkopolskie,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Wielkopolskie,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Zachodniopomorskie,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Zachodniopomorskie,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Zachodniopomorskie,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Lubuskie,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Lubuskie,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Lubuskie,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Dolnoslaskie,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Dolnoslaskie,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Dolnoslaskie,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Opolskie,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Opolskie,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Opolskie,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Kujawsko-Pomorskie,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Kujawsko-Pomorskie,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Kujawsko-Pomorskie,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Warminsko-Mazurskie,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Warminsko-Mazurskie,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Warminsko-Mazurskie,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Pomorskie,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Pomorskie,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Pomorskie,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Portugal,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Portugal,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Portugal,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Norte,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Norte,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Norte,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Algarve,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Algarve,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Algarve,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Centro (PT),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Centro (PT),Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Centro (PT),Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,�rea Metropolitana de Lisboa,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,�rea Metropolitana de Lisboa,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,�rea Metropolitana de Lisboa,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Alentejo,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Alentejo,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Alentejo,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Regi�o Aut�noma dos A�ores (PT),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Regi�o Aut�noma dos A�ores (PT),Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Regi�o Aut�noma dos A�ores (PT),Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Regi�o Aut�noma da Madeira (PT),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Regi�o Aut�noma da Madeira (PT),Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Regi�o Aut�noma da Madeira (PT),Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Romania,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Romania,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Romania,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Nord-Vest,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Nord-Vest,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Nord-Vest,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Centru,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Centru,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Centru,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Nord-Est,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Nord-Est,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Nord-Est,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Sud-Est,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Sud-Est,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Sud-Est,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Sud - Muntenia,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Sud - Muntenia,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Sud - Muntenia,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Bucuresti - Ilfov,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Bucuresti - Ilfov,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Bucuresti - Ilfov,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Sud-Vest Oltenia,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Sud-Vest Oltenia,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Sud-Vest Oltenia,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Vest,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,:,
2001,Vest,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,:,
2001,Vest,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,:,
2001,Slovenia,Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,52,
2001,Slovenia,Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,73,
2001,Slovenia,Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,6,
2001,Vzhodna Slovenija (NUTS 2010),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,30,
2001,Vzhodna Slovenija (NUTS 2010),Number of plants,Urban and other wastewater treatment plants - secondary treatment,Number,36,
2001,Vzhodna Slovenija (NUTS 2010),Number of plants,Urban and other wastewater treatment plants - tertiary treatment,Number,5,
2001,Zahodna Slovenija (NUTS 2010),Number of plants,Urban and other wastewater treatment plants - primary treatment,Number,22,
