"TIME","RBD","WAT_SRC","WAT_PROC","UNIT","Value","Flag and Footnotes"
"2012","Tide-Weser","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Elbe / Labe - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Mulde-Elbe-Schwarze Elster","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Mittelelbe-Elde","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Havel","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Tide-Elbe","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Oder / Odra - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Maas / Meuse - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Eider - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Schlei-Trave - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Warnow-Peene - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Estonia","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","West Estonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","East Estonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Koiva /Gauja - RBD (EE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Western Peloponnese - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","131.07",""
"2012","Northern Peloponnese - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","360.67",""
"2012","Eastern Peloponnese - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","244.71",""
"2012","Western Central Greece - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","908",""
"2012","Epirus - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","218.5",""
"2012","Attica - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","0",""
"2012","Eastern Central Greece - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","251.87",""
"2012","Thessalia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","89",""
"2012","Western Macedonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","543.83",""
"2012","Central Macedonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","470.98",""
"2012","Eastern Macedonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","617.3",""
"2012","Thrace - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","347.14",""
"2012","Crete - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","40.4",""
"2012","Aegean Islands - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","22.02",""
"2012","Miño-Sil - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Galician Coast - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Western Cantabrian RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Eastern Cantabrian RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Duero - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Tagus - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Guadiana - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Guadalquivir - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Andalusia Mediterranean Basins - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Guadalete and Barbate - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Tinto, Odiel and Piedras - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Segura - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Júcar - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Ebro - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Catalonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Balearic Islands - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Gran Canaria - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Ceuta - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Escaut / Schelde - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","117.4",""
"2012","Meuse-Chiers - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","142.5",""
"2012","Sambre - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","1.1",""
"2012","Rhine - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","3,891",""
"2012","Moselle-Saar (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","1,209.8",""
"2012","Upper Rhine and Ill","Fresh surface water","Total gross abstraction","Million cubic metres","2,681.3",""
"2012","Rhone and the mediterranean coastal rivers - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","14,137.3",""
"2012","Coastal streams of the Cote d'Azur","Fresh surface water","Total gross abstraction","Million cubic metres","389",""
"2012","Languedoc Roussillon coastals","Fresh surface water","Total gross abstraction","Million cubic metres","390.8",""
"2012","Doubs","Fresh surface water","Total gross abstraction","Million cubic metres","50.3",""
"2012","Durance","Fresh surface water","Total gross abstraction","Million cubic metres","679.6",""
"2012","Ardèche-Gard","Fresh surface water","Total gross abstraction","Million cubic metres","591.7",""
"2012","Haut-Rhône","Fresh surface water","Total gross abstraction","Million cubic metres","3,058.3",""
"2012","Isère-Drôme","Fresh surface water","Total gross abstraction","Million cubic metres","5,092.9",""
"2012","Rhône moyen","Fresh surface water","Total gross abstraction","Million cubic metres","3,872.7",""
"2012","Saône","Fresh surface water","Total gross abstraction","Million cubic metres","12",""
"2012","Corse - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","78.2",""
"2012","Adour, Garonne, Dordogne, Charente and Charente and Aquitaine coastal streams - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","1,129.9",""
"2012","Adour","Fresh surface water","Total gross abstraction","Million cubic metres","200.2",""
"2012","Charente","Fresh surface water","Total gross abstraction","Million cubic metres","58.3",""
"2012","Charente and Aquitaine coastal streams","Fresh surface water","Total gross abstraction","Million cubic metres","33.9",""
"2012","Dordogne","Fresh surface water","Total gross abstraction","Million cubic metres","78.5",""
"2012","Garonne","Fresh surface water","Total gross abstraction","Million cubic metres","577.5",""
"2012","Lot","Fresh surface water","Total gross abstraction","Million cubic metres","50.2",""
"2012","Tarn-Aveyron","Fresh surface water","Total gross abstraction","Million cubic metres","131.1",""
"2012","Loire, the coastal rivers of Vendée and Bretagne - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","2,568.3",""
"2012","Allier-Upper Loire","Fresh surface water","Total gross abstraction","Million cubic metres","106.5",""
"2012","Lower Loire and coastal rivers of Vendée","Fresh surface water","Total gross abstraction","Million cubic metres","1,334",""
"2012","Middle Loire","Fresh surface water","Total gross abstraction","Million cubic metres","703",""
"2012","Mayenne-Sarthe-Loir","Fresh surface water","Total gross abstraction","Million cubic metres","64.1",""
"2012","Vilaine and Brittany coastal streams","Fresh surface water","Total gross abstraction","Million cubic metres","191.6",""
"2012","Vienne-Creuse","Fresh surface water","Total gross abstraction","Million cubic metres","169",""
"2012","Seine and the Normandy coastal streams - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","2,334.6",""
"2012","Coastal streams of Normandy","Fresh surface water","Total gross abstraction","Million cubic metres","31.2",""
"2012","Marne","Fresh surface water","Total gross abstraction","Million cubic metres","288.9",""
"2012","Oise","Fresh surface water","Total gross abstraction","Million cubic metres","92.1",""
"2012","Seine upstream Paris (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","1,411.1",""
"2012","Seine downstream Paris (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","511.3",""
"2012","Croatia","Fresh surface water","Total gross abstraction","Million cubic metres","210.935","p"
"2012","Danube - RBD (HR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Adriatic - RBD (HR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Italy","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Eastern Alps - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Po - RBD (IT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Northern Apennines - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Serchio - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Middle Apennines - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Southern Apennines - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Sardinia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Sicily - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Cyprus","Fresh surface water","Total gross abstraction","Million cubic metres","100.3",""
"2012","Cyprus - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","100",""
"2012","Latvia","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Daugava - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Gauja (Koiva) - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Lielupe - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Venta - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Lithuania","Fresh surface water","Total gross abstraction","Million cubic metres","518.15",""
"2012","Nemunas - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","426.461",""
"2012","Venta - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","17.251",""
"2012","Lielupe - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","8.949",""
"2012","Daugava - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","65.485",""
"2012","Luxembourg","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Meuse / Maas - RBD (LU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Rhine - RBD (LU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Hungary","Fresh surface water","Total gross abstraction","Million cubic metres","4,516.3",""
"2012","Danube - RBD (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Balaton","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Dráva / Drau (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Danube (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Tisza / Tysa (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Malta","Fresh surface water","Total gross abstraction","Million cubic metres","0",""
"2012","Malta - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Netherlands","Fresh surface water","Total gross abstraction","Million cubic metres","9,783.63",""
"2012","Ems - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres","25.78",""
"2012","Maas / Meuse - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres","3,711.74",""
"2012","Rhine - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres","5,539.35",""
"2012","Schelde / Escaut - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres","506.76",""
"2012","Austria","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Danube - RBD (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Danube upstream Jochenstein (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Danube downstream Jochenstein (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","March / Morava (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Leitha, Raab, Rabnitz","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Mur","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Drau / Dráva (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Rhine - RBD (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Elbe / Labe - RBD (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Poland","Fresh surface water","Total gross abstraction","Million cubic metres","8,834.03",""
"2012","Danube - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","0.292",""
"2012","Vistula / Wisla - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","5,359.288",""
"2012","Little Vistula","Fresh surface water","Total gross abstraction","Million cubic metres","163.799",""
"2012","Upper Vistula","Fresh surface water","Total gross abstraction","Million cubic metres","2,032.41",""
"2012","Middle Vistula without Bug and Narew","Fresh surface water","Total gross abstraction","Million cubic metres","2,307.804",""
"2012","Bug and Narew","Fresh surface water","Total gross abstraction","Million cubic metres","687.728",""
"2012","Lower Vistula","Fresh surface water","Total gross abstraction","Million cubic metres","167.547",""
"2012","Swieza - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","1.863",""
"2012","Jarft - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","0",""
"2012","Labe / Elbe - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","0.739",""
"2012","Odra / Oder - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","3,457.73",""
"2012","Upper Oder","Fresh surface water","Total gross abstraction","Million cubic metres","34.869",""
"2012","Middle Oder","Fresh surface water","Total gross abstraction","Million cubic metres","443.906",""
"2012","Warta","Fresh surface water","Total gross abstraction","Million cubic metres","1,709.67",""
"2012","Lower Oder and Western Coast","Fresh surface water","Total gross abstraction","Million cubic metres","1,269.285",""
"2012","Pregolya / Prieglius - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","12.751",""
"2012","Nemunas - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","0.018",""
"2012","Dniester - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","1.349",""
"2012","Portugal","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Minho and Lima - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Cavado, Ave and Leca - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Douro - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Vouga, Mondego and Lis - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Tagus and Western Basins - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Sado and Mira - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Guadiana - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Algarve Basins - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Azores - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Madeira - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Romania","Fresh surface water","Total gross abstraction","Million cubic metres","5,884.44",""
"2012","Danube - RBD (RO)","Fresh surface water","Total gross abstraction","Million cubic metres","5,884.44",""
"2012","Banat","Fresh surface water","Total gross abstraction","Million cubic metres","110.3",""
"2012","Siret","Fresh surface water","Total gross abstraction","Million cubic metres","140.01",""
"2012","Prut-Barlad","Fresh surface water","Total gross abstraction","Million cubic metres","284.44",""
"2012","Jiu","Fresh surface water","Total gross abstraction","Million cubic metres","832.64",""
"2012","Olt","Fresh surface water","Total gross abstraction","Million cubic metres","242.16",""
"2012","Arges-Vedea","Fresh surface water","Total gross abstraction","Million cubic metres","445.46",""
"2012","Ialomita-Buzau","Fresh surface water","Total gross abstraction","Million cubic metres","443.22",""
"2012","Dobrogea","Fresh surface water","Total gross abstraction","Million cubic metres","2,591.63",""
"2012","Mures","Fresh surface water","Total gross abstraction","Million cubic metres","609.54",""
"2012","Crisuri","Fresh surface water","Total gross abstraction","Million cubic metres","60",""
"2012","Somes-Tisa (RO)","Fresh surface water","Total gross abstraction","Million cubic metres","125.04",""
"2012","Slovenia","Fresh surface water","Total gross abstraction","Million cubic metres","581.1",""
"2012","Danube - RBD (SI)","Fresh surface water","Total gross abstraction","Million cubic metres","580.12",""
"2012","North Adriatic - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","0.98",""
"2012","Slovakia","Fresh surface water","Total gross abstraction","Million cubic metres","326.43",""
"2012","Dunajec and Poprad (Vistula) - RBD (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","2.36",""
"2012","Danube - RBD (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","324.07",""
"2012","Bodrog","Fresh surface water","Total gross abstraction","Million cubic metres","104.31",""
"2012","Morava/March (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","1.59",""
"2012","Danube (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","30.59",""
"2012","Vah","Fresh surface water","Total gross abstraction","Million cubic metres","97.02",""
"2012","Hron","Fresh surface water","Total gross abstraction","Million cubic metres","51.47",""
"2012","Ipel","Fresh surface water","Total gross abstraction","Million cubic metres","3.29",""
"2012","Slana","Fresh surface water","Total gross abstraction","Million cubic metres","4.15",""
"2012","Hornád","Fresh surface water","Total gross abstraction","Million cubic metres","28.28",""
"2012","Bodva","Fresh surface water","Total gross abstraction","Million cubic metres","5.48",""
"2012","Sweden","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Bothnian Bay - RBD (SE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Bothnian Sea - RBD (SE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","North Baltic Sea - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","South Baltic Sea - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Skagerrak and Kattegat - RBD (SE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Iceland","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Rhine - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres","627.08",""
"2012","Rhône - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres","343.4",""
"2012","Po - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres","20.5",""
"2012","Danube - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres","2.6",""
"2012","Former Yugoslav Republic of Macedonia, the","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Albania","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2012","Serbia","Fresh surface water","Total gross abstraction","Million cubic metres","3,362.43",""
"2012","Turkey","Fresh surface water","Total gross abstraction","Million cubic metres","36,949.92","de"
"2012","Bosnia and Herzegovina","Fresh surface water","Total gross abstraction","Million cubic metres","178.6",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Fresh surface water","Total gross abstraction","Million cubic metres","31.9",""
"2013","Scheldt/Escaut - RBD (BE-Brussels)","Fresh surface water","Total gross abstraction","Million cubic metres","0.31",""
"2013","Schelde/Escaut - RBD (BE-Flemish region)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Maas/Meuse - RBD (BE-Flemish region)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Bulgaria","Fresh surface water","Total gross abstraction","Million cubic metres","4,910.18",""
"2013","Danube - RBD (BG)","Fresh surface water","Total gross abstraction","Million cubic metres","2,634.64",""
"2013","Black Sea - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","316.03",""
"2013","East Aegean - RBD (BG)","Fresh surface water","Total gross abstraction","Million cubic metres","1,878.69",""
"2013","West Aegean - RBD (BG)","Fresh surface water","Total gross abstraction","Million cubic metres","80.82",""
"2013","Czech Republic","Fresh surface water","Total gross abstraction","Million cubic metres","1,279.1",""
"2013","Danube - RBD (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","177.2",""
"2013","Dyje / Thaya","Fresh surface water","Total gross abstraction","Million cubic metres","88.6",""
"2013","Other tributaries of the Danube","Fresh surface water","Total gross abstraction","Million cubic metres","0.1",""
"2013","Morava / March (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","88.5",""
"2013","Labe / Elbe - RBD (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","958",""
"2013","Upper and middle Labe / Elbe (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","243.3",""
"2013","Upper Vltava / Moldau","Fresh surface water","Total gross abstraction","Million cubic metres","64.5",""
"2013","Berounka","Fresh surface water","Total gross abstraction","Million cubic metres","35.2",""
"2013","Lower Vltava / Moldau","Fresh surface water","Total gross abstraction","Million cubic metres","121.6",""
"2013","Ohre and lower Labe / Elbe (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","493.3",""
"2013","Odra / Oder - RBD (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","143.9",""
"2013","Upper Odra / Oder","Fresh surface water","Total gross abstraction","Million cubic metres","142",""
"2013","Luzická Nisa and other tributaries of the Odra / Oder","Fresh surface water","Total gross abstraction","Million cubic metres","1.9",""
"2013","Zealand - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Germany (until 1990 former territory of the FRG)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Danube - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Rhine - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Lake Constance/Alpine Rhine","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Hochrhein","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Oberrhein","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Neckar","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Main","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Moselle-Saar (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Middle Rhine","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Lower Rhine","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Rhine delta","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Ems - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Upper Ems, Ems-Nordradde, Hase","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Leda-Jümme, lower Ems, Ems-estuary","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Weser - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Werra","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Fulda-Diemel","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Weser","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Aller","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Leine","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Tide-Weser","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Elbe / Labe - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Mulde-Elbe-Schwarze Elster","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Mittelelbe-Elde","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Havel","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Tide-Elbe","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Oder / Odra - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Maas / Meuse - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Eider - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Schlei-Trave - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Warnow-Peene - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Estonia","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","West Estonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","East Estonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Koiva /Gauja - RBD (EE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Western Peloponnese - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","131.07",""
"2013","Northern Peloponnese - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","360.67",""
"2013","Eastern Peloponnese - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","244.71",""
"2013","Western Central Greece - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","908",""
"2013","Epirus - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","218.5",""
"2013","Attica - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","0",""
"2013","Eastern Central Greece - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","251.87",""
"2013","Thessalia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","89",""
"2013","Western Macedonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","543.83",""
"2013","Central Macedonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","470.98",""
"2013","Eastern Macedonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","617.3",""
"2013","Thrace - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","347.14",""
"2013","Crete - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","40.4",""
"2013","Aegean Islands - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","22.02",""
"2013","Miño-Sil - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Galician Coast - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Western Cantabrian RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Eastern Cantabrian RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Duero - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Tagus - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Guadiana - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Guadalquivir - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Andalusia Mediterranean Basins - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Guadalete and Barbate - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Tinto, Odiel and Piedras - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Segura - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Júcar - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Ebro - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Catalonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Balearic Islands - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Gran Canaria - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Ceuta - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Escaut / Schelde - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","114.7",""
