"TIME","RBD","WAT_SRC","WAT_PROC","UNIT","Value","Flag and Footnotes"
"2013","Meuse-Chiers - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","148.5",""
"2013","Sambre - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","0.9",""
"2013","Rhine - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","3,219.3",""
"2013","Moselle-Saar (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","1,187.6",""
"2013","Upper Rhine and Ill","Fresh surface water","Total gross abstraction","Million cubic metres","2,031.7",""
"2013","Rhone and the mediterranean coastal rivers - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","13,341.9",""
"2013","Coastal streams of the Cote d'Azur","Fresh surface water","Total gross abstraction","Million cubic metres","383.5",""
"2013","Languedoc Roussillon coastals","Fresh surface water","Total gross abstraction","Million cubic metres","381.9",""
"2013","Doubs","Fresh surface water","Total gross abstraction","Million cubic metres","45.5",""
"2013","Durance","Fresh surface water","Total gross abstraction","Million cubic metres","656.1",""
"2013","Ardèche-Gard","Fresh surface water","Total gross abstraction","Million cubic metres","627.2",""
"2013","Haut-Rhône","Fresh surface water","Total gross abstraction","Million cubic metres","2,402.2",""
"2013","Isère-Drôme","Fresh surface water","Total gross abstraction","Million cubic metres","5,082.2",""
"2013","Rhône moyen","Fresh surface water","Total gross abstraction","Million cubic metres","3,751.3",""
"2013","Saône","Fresh surface water","Total gross abstraction","Million cubic metres","11.9",""
"2013","Corse - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","75.3",""
"2013","Adour, Garonne, Dordogne, Charente and Charente and Aquitaine coastal streams - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","1,059.5",""
"2013","Adour","Fresh surface water","Total gross abstraction","Million cubic metres","183.5",""
"2013","Charente","Fresh surface water","Total gross abstraction","Million cubic metres","54.8",""
"2013","Charente and Aquitaine coastal streams","Fresh surface water","Total gross abstraction","Million cubic metres","32.3",""
"2013","Dordogne","Fresh surface water","Total gross abstraction","Million cubic metres","70.3",""
"2013","Garonne","Fresh surface water","Total gross abstraction","Million cubic metres","561.3",""
"2013","Lot","Fresh surface water","Total gross abstraction","Million cubic metres","44.2",""
"2013","Tarn-Aveyron","Fresh surface water","Total gross abstraction","Million cubic metres","113.3",""
"2013","Loire, the coastal rivers of Vendée and Bretagne - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","2,486.3",""
"2013","Allier-Upper Loire","Fresh surface water","Total gross abstraction","Million cubic metres","95.7",""
"2013","Lower Loire and coastal rivers of Vendée","Fresh surface water","Total gross abstraction","Million cubic metres","1,299.5",""
"2013","Middle Loire","Fresh surface water","Total gross abstraction","Million cubic metres","655.7",""
"2013","Mayenne-Sarthe-Loir","Fresh surface water","Total gross abstraction","Million cubic metres","64.5",""
"2013","Vilaine and Brittany coastal streams","Fresh surface water","Total gross abstraction","Million cubic metres","199.6",""
"2013","Vienne-Creuse","Fresh surface water","Total gross abstraction","Million cubic metres","171.3",""
"2013","Seine and the Normandy coastal streams - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","1,760.3",""
"2013","Coastal streams of Normandy","Fresh surface water","Total gross abstraction","Million cubic metres","31.5",""
"2013","Marne","Fresh surface water","Total gross abstraction","Million cubic metres","218.6",""
"2013","Oise","Fresh surface water","Total gross abstraction","Million cubic metres","102.9",""
"2013","Seine upstream Paris (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","1,080.3",""
"2013","Seine downstream Paris (FR)","Fresh surface water","Total gross abstraction","Million cubic metres","326.9",""
"2013","Croatia","Fresh surface water","Total gross abstraction","Million cubic metres","219.4","p"
"2013","Danube - RBD (HR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Adriatic - RBD (HR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Italy","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Eastern Alps - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Po - RBD (IT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Northern Apennines - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Serchio - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Middle Apennines - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Southern Apennines - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Sardinia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Sicily - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Cyprus","Fresh surface water","Total gross abstraction","Million cubic metres","115.3",""
"2013","Cyprus - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","115",""
"2013","Latvia","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Daugava - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Gauja (Koiva) - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Lielupe - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Venta - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Lithuania","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Nemunas - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","229.969",""
"2013","Venta - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","16.648",""
"2013","Lielupe - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","8.276",""
"2013","Daugava - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","29.769",""
"2013","Luxembourg","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Meuse / Maas - RBD (LU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Rhine - RBD (LU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Hungary","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Danube - RBD (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Balaton","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Dráva / Drau (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Danube (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Tisza / Tysa (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Malta","Fresh surface water","Total gross abstraction","Million cubic metres","0",""
"2013","Malta - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Netherlands","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Ems - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Maas / Meuse - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Rhine - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Schelde / Escaut - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Austria","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Danube - RBD (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Danube upstream Jochenstein (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Danube downstream Jochenstein (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","March / Morava (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Leitha, Raab, Rabnitz","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Mur","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Drau / Dráva (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Rhine - RBD (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Elbe / Labe - RBD (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Poland","Fresh surface water","Total gross abstraction","Million cubic metres","8,634.576",""
"2013","Danube - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","0.236",""
"2013","Vistula / Wisla - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","5,212.97",""
"2013","Little Vistula","Fresh surface water","Total gross abstraction","Million cubic metres","151.283",""
"2013","Upper Vistula","Fresh surface water","Total gross abstraction","Million cubic metres","1,961.128",""
"2013","Middle Vistula without Bug and Narew","Fresh surface water","Total gross abstraction","Million cubic metres","2,239.368",""
"2013","Bug and Narew","Fresh surface water","Total gross abstraction","Million cubic metres","700.729",""
"2013","Lower Vistula","Fresh surface water","Total gross abstraction","Million cubic metres","160.462",""
"2013","Swieza - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","1.863",""
"2013","Jarft - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","0",""
"2013","Labe / Elbe - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","0.667",""
"2013","Odra / Oder - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","3,405.221",""
"2013","Upper Oder","Fresh surface water","Total gross abstraction","Million cubic metres","34.859",""
"2013","Middle Oder","Fresh surface water","Total gross abstraction","Million cubic metres","424.044",""
"2013","Warta","Fresh surface water","Total gross abstraction","Million cubic metres","1,724.841",""
"2013","Lower Oder and Western Coast","Fresh surface water","Total gross abstraction","Million cubic metres","1,221.478",""
"2013","Pregolya / Prieglius - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","12.074",""
"2013","Nemunas - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","0.01",""
"2013","Dniester - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","1.535",""
"2013","Portugal","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Minho and Lima - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Cavado, Ave and Leca - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Douro - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Vouga, Mondego and Lis - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Tagus and Western Basins - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Sado and Mira - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Guadiana - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Algarve Basins - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Azores - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Madeira - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Romania","Fresh surface water","Total gross abstraction","Million cubic metres","5,836.47",""
"2013","Danube - RBD (RO)","Fresh surface water","Total gross abstraction","Million cubic metres","5,836.47",""
"2013","Banat","Fresh surface water","Total gross abstraction","Million cubic metres","93.23",""
"2013","Siret","Fresh surface water","Total gross abstraction","Million cubic metres","129.66",""
"2013","Prut-Barlad","Fresh surface water","Total gross abstraction","Million cubic metres","279.2",""
"2013","Jiu","Fresh surface water","Total gross abstraction","Million cubic metres","674.23",""
"2013","Olt","Fresh surface water","Total gross abstraction","Million cubic metres","238.74",""
"2013","Arges-Vedea","Fresh surface water","Total gross abstraction","Million cubic metres","446.1",""
"2013","Ialomita-Buzau","Fresh surface water","Total gross abstraction","Million cubic metres","404.68",""
"2013","Dobrogea","Fresh surface water","Total gross abstraction","Million cubic metres","2,741.64",""
"2013","Mures","Fresh surface water","Total gross abstraction","Million cubic metres","616.14",""
"2013","Crisuri","Fresh surface water","Total gross abstraction","Million cubic metres","60.1",""
"2013","Somes-Tisa (RO)","Fresh surface water","Total gross abstraction","Million cubic metres","153.28",""
"2013","Slovenia","Fresh surface water","Total gross abstraction","Million cubic metres","688.27",""
"2013","Danube - RBD (SI)","Fresh surface water","Total gross abstraction","Million cubic metres","686.07",""
"2013","North Adriatic - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","2.2",""
"2013","Slovakia","Fresh surface water","Total gross abstraction","Million cubic metres","308.12",""
"2013","Dunajec and Poprad (Vistula) - RBD (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","2.3",""
"2013","Danube - RBD (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","305.82",""
"2013","Bodrog","Fresh surface water","Total gross abstraction","Million cubic metres","84.12",""
"2013","Morava/March (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","0.8",""
"2013","Danube (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","28.47",""
"2013","Vah","Fresh surface water","Total gross abstraction","Million cubic metres","91.61",""
"2013","Hron","Fresh surface water","Total gross abstraction","Million cubic metres","56.71",""
"2013","Ipel","Fresh surface water","Total gross abstraction","Million cubic metres","2.91",""
"2013","Slana","Fresh surface water","Total gross abstraction","Million cubic metres","4.08",""
"2013","Hornád","Fresh surface water","Total gross abstraction","Million cubic metres","29.48",""
"2013","Bodva","Fresh surface water","Total gross abstraction","Million cubic metres","5.53",""
"2013","Sweden","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Bothnian Bay - RBD (SE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Bothnian Sea - RBD (SE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","North Baltic Sea - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","South Baltic Sea - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Skagerrak and Kattegat - RBD (SE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Iceland","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Rhine - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Rhône - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Po - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Danube - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Former Yugoslav Republic of Macedonia, the","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Albania","Fresh surface water","Total gross abstraction","Million cubic metres","494","b"
"2013","Serbia","Fresh surface water","Total gross abstraction","Million cubic metres","3,670.9",""
"2013","Turkey","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2013","Bosnia and Herzegovina","Fresh surface water","Total gross abstraction","Million cubic metres","181.6",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Fresh surface water","Total gross abstraction","Million cubic metres","32.6",""
"2014","Scheldt/Escaut - RBD (BE-Brussels)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Schelde/Escaut - RBD (BE-Flemish region)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Maas/Meuse - RBD (BE-Flemish region)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Bulgaria","Fresh surface water","Total gross abstraction","Million cubic metres","4,828.7",""
"2014","Danube - RBD (BG)","Fresh surface water","Total gross abstraction","Million cubic metres","2,595.4",""
"2014","Black Sea - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","352.3",""
"2014","East Aegean - RBD (BG)","Fresh surface water","Total gross abstraction","Million cubic metres","1,805.3",""
"2014","West Aegean - RBD (BG)","Fresh surface water","Total gross abstraction","Million cubic metres","75.7",""
"2014","Czech Republic","Fresh surface water","Total gross abstraction","Million cubic metres","1,288.7",""
"2014","Danube - RBD (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","185.1",""
"2014","Dyje / Thaya","Fresh surface water","Total gross abstraction","Million cubic metres","93.4",""
"2014","Other tributaries of the Danube","Fresh surface water","Total gross abstraction","Million cubic metres","0.1",""
"2014","Morava / March (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","91.6",""
"2014","Labe / Elbe - RBD (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","961.6",""
"2014","Upper and middle Labe / Elbe (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","246.1",""
"2014","Upper Vltava / Moldau","Fresh surface water","Total gross abstraction","Million cubic metres","62.6",""
"2014","Berounka","Fresh surface water","Total gross abstraction","Million cubic metres","33.9",""
"2014","Lower Vltava / Moldau","Fresh surface water","Total gross abstraction","Million cubic metres","120.9",""
"2014","Ohre and lower Labe / Elbe (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","498.2",""
"2014","Odra / Oder - RBD (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","142",""
"2014","Upper Odra / Oder","Fresh surface water","Total gross abstraction","Million cubic metres","140.3",""
"2014","Luzická Nisa and other tributaries of the Odra / Oder","Fresh surface water","Total gross abstraction","Million cubic metres","1.7",""
"2014","Zealand - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Danube - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Rhine - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Lake Constance/Alpine Rhine","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Hochrhein","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Oberrhein","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Neckar","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Main","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Moselle-Saar (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Middle Rhine","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Lower Rhine","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Rhine delta","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Ems - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Upper Ems, Ems-Nordradde, Hase","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Leda-Jümme, lower Ems, Ems-estuary","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Weser - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Werra","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Fulda-Diemel","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Weser","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Aller","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Leine","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Tide-Weser","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Elbe / Labe - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Mulde-Elbe-Schwarze Elster","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Mittelelbe-Elde","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Havel","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Tide-Elbe","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Oder / Odra - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Maas / Meuse - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Eider - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Schlei-Trave - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Warnow-Peene - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Estonia","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","West Estonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","East Estonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Koiva /Gauja - RBD (EE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Western Peloponnese - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","131.07",""
"2014","Northern Peloponnese - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","360.67",""
"2014","Eastern Peloponnese - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","244.71",""
"2014","Western Central Greece - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","908",""
"2014","Epirus - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","218.5",""
"2014","Attica - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","0",""
"2014","Eastern Central Greece - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","251.87",""
"2014","Thessalia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","89",""
"2014","Western Macedonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","543.83",""
"2014","Central Macedonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","470.98",""
"2014","Eastern Macedonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","617.3",""
"2014","Thrace - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","347.14",""
"2014","Crete - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","40.4",""
"2014","Aegean Islands - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","22.02",""
"2014","Miño-Sil - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Galician Coast - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Western Cantabrian RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Eastern Cantabrian RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Duero - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Tagus - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Guadiana - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Guadalquivir - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Andalusia Mediterranean Basins - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Guadalete and Barbate - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Tinto, Odiel and Piedras - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Segura - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Júcar - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Ebro - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Catalonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Balearic Islands - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Gran Canaria - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Ceuta - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Escaut / Schelde - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Meuse-Chiers - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Sambre - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Rhine - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Moselle-Saar (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Upper Rhine and Ill","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Rhone and the mediterranean coastal rivers - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Coastal streams of the Cote d'Azur","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Languedoc Roussillon coastals","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Doubs","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Durance","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Ardèche-Gard","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Haut-Rhône","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Isère-Drôme","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Rhône moyen","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Saône","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Corse - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Adour, Garonne, Dordogne, Charente and Charente and Aquitaine coastal streams - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Adour","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Charente","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Charente and Aquitaine coastal streams","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Dordogne","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Garonne","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Lot","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Tarn-Aveyron","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Loire, the coastal rivers of Vendée and Bretagne - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Allier-Upper Loire","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Lower Loire and coastal rivers of Vendée","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Middle Loire","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Mayenne-Sarthe-Loir","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Vilaine and Brittany coastal streams","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Vienne-Creuse","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Seine and the Normandy coastal streams - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Coastal streams of Normandy","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Marne","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Oise","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Seine upstream Paris (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Seine downstream Paris (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Croatia","Fresh surface water","Total gross abstraction","Million cubic metres","253.4",""
"2014","Danube - RBD (HR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Adriatic - RBD (HR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Italy","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Eastern Alps - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Po - RBD (IT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Northern Apennines - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Serchio - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Middle Apennines - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Southern Apennines - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Sardinia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Sicily - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Cyprus","Fresh surface water","Total gross abstraction","Million cubic metres","81.8",""
"2014","Cyprus - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Latvia","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
