TIME,GEO,WW_TPAR,UNIT,WW_TP,Value,Flag and Footnotes
2002,Slovenia,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,50,
2002,Slovenia,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,1.74,
2002,Slovenia,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,7.41,
2002,Slovenia,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,37.83,
2002,Slovenia,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,2.23,
2002,Slovenia,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,4.75,
2002,Slovenia,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,2.39,
2002,Slovenia,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,0.11,
2002,Vzhodna Slovenija (NUTS 2010),Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,5.21,
2002,Vzhodna Slovenija (NUTS 2010),Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,19.45,
2002,Vzhodna Slovenija (NUTS 2010),Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,1.37,
2002,Vzhodna Slovenija (NUTS 2010),Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,3.9,
2002,Vzhodna Slovenija (NUTS 2010),Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,16.88,
2002,Vzhodna Slovenija (NUTS 2010),Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,1.64,
2002,Vzhodna Slovenija (NUTS 2010),Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,1.38,
2002,Vzhodna Slovenija (NUTS 2010),Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,1.46,
2002,Vzhodna Slovenija (NUTS 2010),Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,0.1,
2002,Zahodna Slovenija (NUTS 2010),Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,6.62,
2002,Zahodna Slovenija (NUTS 2010),Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,30.55,
2002,Zahodna Slovenija (NUTS 2010),Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,0.37,
2002,Zahodna Slovenija (NUTS 2010),Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,3.51,
2002,Zahodna Slovenija (NUTS 2010),Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,20.95,
2002,Zahodna Slovenija (NUTS 2010),Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,0.59,
2002,Zahodna Slovenija (NUTS 2010),Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,3.37,
2002,Zahodna Slovenija (NUTS 2010),Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,0.93,
2002,Zahodna Slovenija (NUTS 2010),Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,0.01,
2002,Slovakia,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Slovakia,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Slovakia,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Slovakia,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Slovakia,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Slovakia,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Slovakia,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Slovakia,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Slovakia,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Bratislavsk� kraj,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Bratislavsk� kraj,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Bratislavsk� kraj,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Bratislavsk� kraj,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Bratislavsk� kraj,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Bratislavsk� kraj,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Bratislavsk� kraj,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Bratislavsk� kraj,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Bratislavsk� kraj,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Z�padn� Slovensko,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Z�padn� Slovensko,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Z�padn� Slovensko,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Z�padn� Slovensko,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Z�padn� Slovensko,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Z�padn� Slovensko,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Z�padn� Slovensko,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Z�padn� Slovensko,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Z�padn� Slovensko,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Stredn� Slovensko,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Stredn� Slovensko,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Stredn� Slovensko,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Stredn� Slovensko,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Stredn� Slovensko,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Stredn� Slovensko,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Stredn� Slovensko,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Stredn� Slovensko,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Stredn� Slovensko,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,V�chodn� Slovensko,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,V�chodn� Slovensko,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,V�chodn� Slovensko,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,V�chodn� Slovensko,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,V�chodn� Slovensko,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,V�chodn� Slovensko,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,V�chodn� Slovensko,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,V�chodn� Slovensko,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,V�chodn� Slovensko,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Norway,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Norway,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Norway,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Norway,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Norway,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Norway,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Norway,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Norway,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Norway,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Oslo og Akershus,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Oslo og Akershus,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Oslo og Akershus,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Oslo og Akershus,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Oslo og Akershus,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Oslo og Akershus,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Oslo og Akershus,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Oslo og Akershus,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Oslo og Akershus,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Hedmark og Oppland,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Hedmark og Oppland,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Hedmark og Oppland,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Hedmark og Oppland,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Hedmark og Oppland,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Hedmark og Oppland,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Hedmark og Oppland,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Hedmark og Oppland,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Hedmark og Oppland,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,S�r-�stlandet,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,S�r-�stlandet,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,S�r-�stlandet,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,S�r-�stlandet,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,S�r-�stlandet,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,S�r-�stlandet,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,S�r-�stlandet,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,S�r-�stlandet,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,S�r-�stlandet,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Agder og Rogaland,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Agder og Rogaland,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Agder og Rogaland,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Agder og Rogaland,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Agder og Rogaland,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Agder og Rogaland,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Agder og Rogaland,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Agder og Rogaland,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Agder og Rogaland,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Vestlandet,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Vestlandet,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Vestlandet,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Vestlandet,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Vestlandet,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Vestlandet,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Vestlandet,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Vestlandet,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Vestlandet,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Tr�ndelag,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Tr�ndelag,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Tr�ndelag,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Tr�ndelag,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Tr�ndelag,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Tr�ndelag,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Tr�ndelag,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Tr�ndelag,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Tr�ndelag,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Nord-Norge,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Nord-Norge,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Nord-Norge,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Nord-Norge,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Nord-Norge,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Nord-Norge,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Nord-Norge,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Nord-Norge,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Nord-Norge,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Serbia,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Serbia,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Serbia,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Serbia,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Serbia,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Serbia,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2002,Serbia,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2002,Serbia,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2002,Serbia,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,R�gion de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,R�gion de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,R�gion de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,R�gion de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,R�gion de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,R�gion de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,R�gion de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,R�gion de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,R�gion de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Prov. Brabant Wallon,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Prov. Brabant Wallon,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Prov. Brabant Wallon,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Prov. Brabant Wallon,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Prov. Brabant Wallon,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Prov. Brabant Wallon,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Prov. Brabant Wallon,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Prov. Brabant Wallon,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Prov. Brabant Wallon,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Prov. Hainaut,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Prov. Hainaut,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Prov. Hainaut,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Prov. Hainaut,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Prov. Hainaut,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Prov. Hainaut,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Prov. Hainaut,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Prov. Hainaut,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Prov. Hainaut,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Prov. Li�ge,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Prov. Li�ge,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Prov. Li�ge,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Prov. Li�ge,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Prov. Li�ge,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Prov. Li�ge,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Prov. Li�ge,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Prov. Li�ge,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Prov. Li�ge,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Prov. Luxembourg (BE),Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Prov. Luxembourg (BE),Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Prov. Luxembourg (BE),Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Prov. Luxembourg (BE),Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Prov. Luxembourg (BE),Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Prov. Luxembourg (BE),Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Prov. Luxembourg (BE),Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Prov. Luxembourg (BE),Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Prov. Luxembourg (BE),Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Prov. Namur,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Prov. Namur,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Prov. Namur,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Prov. Namur,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Prov. Namur,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Prov. Namur,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Prov. Namur,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Prov. Namur,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Prov. Namur,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Bulgaria,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Bulgaria,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Bulgaria,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Bulgaria,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Bulgaria,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Bulgaria,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Bulgaria,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Bulgaria,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Bulgaria,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Severozapaden,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Severozapaden,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Severozapaden,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Severozapaden,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Severozapaden,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Severozapaden,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Severozapaden,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Severozapaden,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Severozapaden,Effluent BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Severen tsentralen,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Severen tsentralen,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Severen tsentralen,Design capacity BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Severen tsentralen,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - primary treatment,:,
2003,Severen tsentralen,Incoming load BOD5,Tonnes of O2 per day,Urban and other wastewater treatment plants - secondary treatment,:,
