"TIME","RBD","WAT_PROC","NACE_R2","UNIT","Value","Flag and Footnotes"
"2014","Former Yugoslav Republic of Macedonia, the","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Former Yugoslav Republic of Macedonia, the","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Former Yugoslav Republic of Macedonia, the","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Former Yugoslav Republic of Macedonia, the","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Serbia","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Serbia","Public water supply and self and other supply","Industry and construction","Million cubic metres","2,695.6","e"
"2014","Serbia","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Serbia","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Serbia","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","3,169.4","e"
"2014","Turkey","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Turkey","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Turkey","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Turkey","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Turkey","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Public water supply and self and other supply","Industry and construction","Million cubic metres","23.73","e"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","129.88","e"
"2015","Belgium","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2015","Belgium","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2015","Belgium","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2015","Belgium","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2015","Belgium","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2015","Scheldt/Escaut - RBD (BE-Brussels)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2015","Scheldt/Escaut - RBD (BE-Brussels)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2015","Scheldt/Escaut - RBD (BE-Brussels)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2015","Scheldt/Escaut - RBD (BE-Brussels)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2015","Scheldt/Escaut - RBD (BE-Brussels)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2015","Schelde/Escaut - RBD (BE-Flemish region)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2015","Schelde/Escaut - RBD (BE-Flemish region)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2015","Schelde/Escaut - RBD (BE-Flemish region)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2015","Schelde/Escaut - RBD (BE-Flemish region)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2015","Schelde/Escaut - RBD (BE-Flemish region)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2015","Maas/Meuse - RBD (BE-Flemish region)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2015","Maas/Meuse - RBD (BE-Flemish region)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2015","Maas/Meuse - RBD (BE-Flemish region)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2015","Maas/Meuse - RBD (BE-Flemish region)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2015","Maas/Meuse - RBD (BE-Flemish region)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2015","Bulgaria","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","359.59","e"
"2015","Bulgaria","Public water supply and self and other supply","Industry and construction","Million cubic metres","4,036.66","e"
"2015","Bulgaria","Public water supply and self and other supply","Services","Million cubic metres","80.61","e"
"2015","Bulgaria","Public water supply and self and other supply","Households","Million cubic metres","258.64","e"
"2015","Bulgaria","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","4,735.51","e"
"2015","Danube - RBD (BG)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","17",""
