"TIME","RBD","WW_TPAR","WW_TP","UNIT","Value","Flag and Footnotes"
"2009","Upper Vltava / Moldau","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","0.23",""
"2009","Upper Vltava / Moldau","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","0.95",""
"2009","Berounka","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.07",""
"2009","Berounka","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","10.28",""
"2009","Berounka","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","58.14",""
"2009","Berounka","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.02",""
"2009","Berounka","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","5",""
"2009","Berounka","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","48.72",""
"2009","Berounka","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.01",""
"2009","Berounka","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","0.17",""
"2009","Berounka","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","0.73",""
"2009","Lower Vltava / Moldau","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.03",""
"2009","Lower Vltava / Moldau","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","5.52",""
"2009","Lower Vltava / Moldau","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","163.94",""
"2009","Lower Vltava / Moldau","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0",""
"2009","Lower Vltava / Moldau","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","3.29",""
"2009","Lower Vltava / Moldau","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","123.36",""
"2009","Lower Vltava / Moldau","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0",""
"2009","Lower Vltava / Moldau","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","0.14",""
"2009","Lower Vltava / Moldau","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","2.37",""
"2009","Ohre and lower Labe / Elbe (CZ)","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.11",""
"2009","Ohre and lower Labe / Elbe (CZ)","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","16.7",""
"2009","Ohre and lower Labe / Elbe (CZ)","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","66.52",""
"2009","Ohre and lower Labe / Elbe (CZ)","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.04",""
"2009","Ohre and lower Labe / Elbe (CZ)","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","9.59",""
"2009","Ohre and lower Labe / Elbe (CZ)","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","49.51",""
"2009","Ohre and lower Labe / Elbe (CZ)","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.01",""
"2009","Ohre and lower Labe / Elbe (CZ)","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","0.3",""
"2009","Ohre and lower Labe / Elbe (CZ)","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","1.16",""
"2009","Odra / Oder - RBD (CZ)","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.77",""
"2009","Odra / Oder - RBD (CZ)","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","12.19",""
"2009","Odra / Oder - RBD (CZ)","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","121.27",""
"2009","Odra / Oder - RBD (CZ)","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.19",""
"2009","Odra / Oder - RBD (CZ)","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","2.97",""
"2009","Odra / Oder - RBD (CZ)","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","72.81",""
"2009","Odra / Oder - RBD (CZ)","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.04",""
"2009","Odra / Oder - RBD (CZ)","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","0.13",""
"2009","Odra / Oder - RBD (CZ)","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","1.36",""
"2009","Germany (until 1990 former territory of the FRG)","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Germany (until 1990 former territory of the FRG)","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Germany (until 1990 former territory of the FRG)","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Germany (until 1990 former territory of the FRG)","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Germany (until 1990 former territory of the FRG)","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Germany (until 1990 former territory of the FRG)","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Germany (until 1990 former territory of the FRG)","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Germany (until 1990 former territory of the FRG)","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Germany (until 1990 former territory of the FRG)","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Danube - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Danube - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Danube - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Danube - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Danube - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Danube - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Danube - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Danube - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Danube - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Rhine - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Rhine - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Rhine - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Rhine - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Rhine - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Rhine - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Rhine - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Rhine - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Rhine - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Lake Constance/Alpine Rhine","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Lake Constance/Alpine Rhine","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Lake Constance/Alpine Rhine","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Lake Constance/Alpine Rhine","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Lake Constance/Alpine Rhine","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Lake Constance/Alpine Rhine","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Lake Constance/Alpine Rhine","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Lake Constance/Alpine Rhine","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Lake Constance/Alpine Rhine","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Hochrhein","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Hochrhein","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Hochrhein","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Hochrhein","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Hochrhein","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Hochrhein","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Hochrhein","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Hochrhein","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Hochrhein","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Oberrhein","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Oberrhein","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Oberrhein","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Oberrhein","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Oberrhein","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Oberrhein","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Oberrhein","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Oberrhein","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Oberrhein","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Neckar","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Neckar","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Neckar","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Neckar","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Neckar","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Neckar","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Neckar","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Neckar","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Neckar","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Main","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Main","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Main","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Main","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Main","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Main","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Main","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Main","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Main","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Moselle-Saar (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Moselle-Saar (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Moselle-Saar (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Moselle-Saar (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Moselle-Saar (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Moselle-Saar (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Moselle-Saar (DE)","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Moselle-Saar (DE)","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Moselle-Saar (DE)","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Middle Rhine","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Middle Rhine","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Middle Rhine","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Middle Rhine","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Middle Rhine","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Middle Rhine","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Middle Rhine","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Middle Rhine","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Middle Rhine","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Lower Rhine","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Lower Rhine","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Lower Rhine","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Lower Rhine","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Lower Rhine","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Lower Rhine","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Lower Rhine","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Lower Rhine","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Lower Rhine","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Rhine delta","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Rhine delta","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Rhine delta","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Rhine delta","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Rhine delta","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Rhine delta","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Rhine delta","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Rhine delta","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Rhine delta","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Ems - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Ems - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Ems - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Ems - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Ems - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Ems - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Ems - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Ems - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Ems - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Upper Ems, Ems-Nordradde, Hase","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Upper Ems, Ems-Nordradde, Hase","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Upper Ems, Ems-Nordradde, Hase","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Upper Ems, Ems-Nordradde, Hase","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Upper Ems, Ems-Nordradde, Hase","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Upper Ems, Ems-Nordradde, Hase","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Upper Ems, Ems-Nordradde, Hase","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Upper Ems, Ems-Nordradde, Hase","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Upper Ems, Ems-Nordradde, Hase","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Leda-Jümme, lower Ems, Ems-estuary","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Leda-Jümme, lower Ems, Ems-estuary","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Leda-Jümme, lower Ems, Ems-estuary","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Leda-Jümme, lower Ems, Ems-estuary","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Leda-Jümme, lower Ems, Ems-estuary","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Leda-Jümme, lower Ems, Ems-estuary","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Leda-Jümme, lower Ems, Ems-estuary","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Leda-Jümme, lower Ems, Ems-estuary","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Leda-Jümme, lower Ems, Ems-estuary","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Weser - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Weser - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Weser - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Weser - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Weser - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Weser - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Weser - RBD","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Weser - RBD","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Weser - RBD","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Werra","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Werra","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Werra","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Werra","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Werra","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Werra","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Werra","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Werra","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Werra","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Fulda-Diemel","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Fulda-Diemel","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Fulda-Diemel","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Fulda-Diemel","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Fulda-Diemel","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Fulda-Diemel","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Fulda-Diemel","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Fulda-Diemel","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Fulda-Diemel","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Weser","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Weser","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Weser","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Weser","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Weser","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Weser","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Weser","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Weser","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Weser","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Aller","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Aller","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Aller","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Aller","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Aller","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Aller","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Aller","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Aller","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Aller","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Leine","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2009","Leine","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2009","Leine","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2009","Leine","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
